idx,venue_capacity,venue_name,venue_fuzzwuzz_score,venue_city,venue_country,venue_lat,venue_long,venue_dist_from_expected,sk_popularity,last_time_played,days_since_last_played,total_times_played_locally
4084,,Technikum,100,Munich,Germany,48.12379,11.60882,0.17369055954824805,0.032364,2016-02-04,1479,2
4085,,Metropol Theater Bremen,100,Bremen,Germany,53.07803,8.81409,0.0034763251155519037,,,,0
4086,,Altes Wettbüro,100,Dresden,Germany,51.06445,13.74453,0.00696349947265231,,,,0
4087,1600,"Theater, Admiralspalast",100,Berlin,Germany,52.520817,13.3883429,0.006597999994543661,,2017-10-07,868,41
4088,,Kammermusiksaal Philharmonie Grosser Saal,85,Berlin,Germany,52.5096523,13.3694816,0.05833796430918786,,,,0
4089,,Kulturzentrum Schlachthof,100,Bremen,Germany,53.08819,8.81007,0.04607644455324546,0.002001,2019-02-08,379,3
4090,,Musical Dome - Koln,97,Cologne,Germany,50.94373,6.96008,0.17449061451836523,,2019-04-26,302,2
4091,,Bbz Forum,100,Brake,Germany,53.31841,8.45228,1.2896252448995513,,,,0
4092,,Theater an Der Blinke,100,Leer,Germany,53.2261,7.44165,0.0,,,,0
4093,,Max-Schmeling-Halle,100,Berlin,Germany,52.5460128,13.4060405,0.041672733189289025,,,,0
4094,,Theater Der Stadt Diepholz,100,Diepholz,Germany,52.61958,8.47986,7.901584633241233,,,,0
4095,,Die Glocke Großer Saal,100,Bremen,Germany,53.0747299,8.8096868,0.005640222797995784,8.2e-05,2019-02-22,366,2
4096,,Immanuelskirche,100,Wuppertal,Germany,51.27582,7.21621,0.01378922368743561,,,,0
4097,1600,"Theater, Admiralspalast",100,Berlin,Germany,52.520817,13.3883429,0.006597999994543661,,2017-10-07,869,41
4098,450,Logo,100,Hamburg,Germany,53.5645569,9.9837483,0.005881635866802972,0.004626,2014-04-17,2138,1
4099,,Kesselhaus in der Kulturbrauerei,100,Berlin,Germany,52.5403844,13.4141428,0.26666727607687185,0.016991,2018-03-29,696,1
4100,17000,Mercedes-Benz Arena,100,Berlin,Germany,52.50596,13.43874,0.2988977539432504,0.165389,2010-07-08,3518,1
4101,17000,Mercedes-Benz Arena,100,Berlin,Germany,52.50596,13.43874,0.2988977539432504,0.165389,2010-07-08,3518,1
4102,17000,Mercedes-Benz Arena,100,Berlin,Germany,52.50596,13.43874,0.2988977539432504,0.165389,2010-07-08,3518,1
4103,17000,Mercedes-Benz Arena,100,Berlin,Germany,52.50596,13.43874,0.2988977539432504,0.165389,2010-07-08,3518,1
4104,17000,Mercedes-Benz Arena,100,Berlin,Germany,52.50596,13.43874,0.2988977539432504,0.165389,2010-07-08,3518,1
4105,17000,Mercedes-Benz Arena,100,Berlin,Germany,52.50596,13.43874,0.2988977539432504,0.165389,2010-07-08,3518,1
4106,17000,Mercedes-Benz Arena,100,Berlin,Germany,52.50596,13.43874,0.2988977539432504,0.165389,2010-07-08,3518,1
4107,17000,Mercedes-Benz Arena,100,Berlin,Germany,52.50596,13.43874,0.2988977539432504,0.165389,2010-07-08,3518,1
4108,1600,"Theater, Admiralspalast",100,Berlin,Germany,52.520817,13.3883429,0.006597999994543661,,2017-10-07,871,41
4109,700,Batschkapp,100,Frankfurt,Germany,50.13543,8.73895,0.015583596975651428,,2012-10-31,2673,4
4110,,Kammermusiksaal Philharmonie Grosser Saal,85,Berlin,Germany,52.5096523,13.3694816,0.05833796430918786,,,,0
4111,,"Das Zentrum, Europasaal",100,Bayreuth,Germany,49.94286,11.5876,0.0,,,,0
4112,,Kleine Freiheit,100,Osnabrück,Germany,52.270114,8.060896,0.037833014256912684,,,,0
4113,,Die Glocke Großer Saal,100,Bremen,Germany,53.0747299,8.8096868,0.005640222797995784,,,,0
4114,1600,"Theater, Admiralspalast",100,Berlin,Germany,52.520817,13.3883429,0.006597999994543661,,2017-10-07,872,41
4115,700,Batschkapp,100,Frankfurt,Germany,50.13543,8.73895,0.015583596975651428,,2016-03-12,1446,1
4116,,Christuskirche Wilhelmshaven,100,Wilhelmshaven,Germany,53.5175,8.12077,0.052937923219014554,,,,0
4117,,Schelfkirche St. Nikolai,100,Schwerin,Germany,53.6324,11.41703,0.04910733610244227,,2019-08-27,184,7
4118,,Nochtspeicher,100,Hamburg,Germany,53.5469955,9.9613506,0.0005019449188889827,0.001148,,,0
4119,1600,"Theater, Admiralspalast",100,Berlin,Germany,52.520817,13.3883429,0.006597999994543661,,2017-10-07,873,41
4120,,Theater Der Stadt Diepholz,100,Diepholz,Germany,52.61958,8.47986,7.901584633241233,,2019-02-07,385,9
4121,,Schloss Gödens,100,Sande,Germany,53.48666,7.96571,0.07409615763334525,,,,0
4122,,St Trinitatis Kirche,100,Wolfenbüttel,Germany,52.16982,10.54098,0.8719773750303256,,,,0
4123,,Ev. Thomaskirche zu Erfurt,100,Erfurt,Germany,50.96765,11.0272,0.020428947570271496,,2018-10-27,489,7
4124,,Räucherei,100,Kiel,Germany,54.30718,10.14478,0.006835158564092779,,,,0
4125,,Die Glocke Großer Saal,100,Bremen,Germany,53.0747299,8.8096868,0.005640222797995784,0.006201,2019-01-22,402,12
4126,450,Musikzentrum,100,Hannover,Germany,52.39236,9.72487,0.04599398906330594,,,,0
4127,,Music Hall,100,Worpswede,Germany,53.22308,8.92489,0.0,0.085435,2019-03-15,350,1
4128,1600,"Theater, Admiralspalast",100,Berlin,Germany,52.520817,13.3883429,0.006597999994543661,,2017-10-07,874,41
4129,,Jahrhunderthalle,100,Frankfurt,Germany,50.09914,8.51972,0.3831237689917249,2e-06,2015-02-28,1826,7
4130,,Stadthalle Ohz,100,Osterholz-Scharmbeck,Germany,53.26481,8.74222,6.185064450530097,,,,0
4131,,Metropol Theater Bremen,100,Bremen,Germany,53.07803,8.81409,0.0034763251155519037,,,,0
4132,,Forum Großer Saal,94,Leverkusen,Germany,51.0349,6.9897,0.018009706353308966,0.001281,,,0
4133,,Schlachthof Kesselhalle,100,Bremen,Germany,53.08819,8.81007,0.04607644455324546,,,,0
4134,,Petruskirche Kiel Wik,100,Kiel,Germany,54.35794,10.12112,0.9263465549268048,,,,0
4135,400,Musik & Frieden,100,Berlin,Germany,52.5004811,13.4445556,0.05895579155317109,0.001148,,,0
4136,,Ev.-Luth. Lukaskirche,100,Dresden,Germany,51.0318553,13.7337789,0.03404070344463594,,2019-09-14,168,10
4137,,Zwischenbau,100,Rostock,Germany,54.078982,12.114597,0.06505995566728451,,,,0
4138,,Stadthalle Wilhelmshaven,100,Wilhelmshaven,Germany,53.5228857,8.1115766,0.0005283301000441895,,,,0
4139,,Metropol Theater Bremen,100,Bremen,Germany,53.07803,8.81409,0.0034763251155519037,,,,0
4141,950,Gloria Theater,100,Cologne,Germany,50.93756,6.94503,0.00450265463908759,0.022967,2018-04-29,671,1
4142,,Kito Altes Packhaus,100,Bremen,Germany,53.17688,8.63369,1.1043963171350526,0.000943,2018-08-17,561,3
4143,1600,"Theater, Admiralspalast",100,Berlin,Germany,52.520817,13.3883429,0.006597999994543661,,2017-10-07,875,41
4144,,Jahrhunderthalle,100,Frankfurt,Germany,50.09914,8.51972,0.3831237689917249,2e-06,2015-02-28,1827,7
4145,,Die Glocke Großer Saal,100,Bremen,Germany,53.0747299,8.8096868,0.005640222797995784,0.000187,,,0
4146,,"Werk, Backstage",100,Munich,Germany,48.14498,11.52191,0.2882552267167315,0.016991,2018-11-20,466,2
4147,,Kulturetage - Halle,100,Oldenburg,Germany,53.1428223,8.2198087,0.03659632022477068,,,,0
4148,,Palladium,100,Cologne,Germany,50.96932,7.0167,0.07727279545877641,,2013-05-12,2484,1
4149,,Kammermusiksaal Philharmonie,100,Berlin,Germany,52.50965,13.36948,0.05847655662574437,,,,0
4150,,Capitol Offenbach,100,Offenbach,Germany,50.1092015,8.7572802,0.027924278316561593,0.001281,,,0
4151,,Atlantic Grand Hotel,100,Bremen,Germany,53.07558,8.80531,0.06829813074408542,,,,0
4152,,Kulturzentrum Pumpwerk,0,,,,,,,,,0
4153,1600,"Theater, Admiralspalast",100,Berlin,Germany,52.520817,13.3883429,0.006597999994543661,,2017-10-07,876,41
4154,1500,Docks,100,Hamburg,Germany,53.5492771,9.9645585,0.0027605699853501674,0.024434,,,0
4155,,Metropol Theater Bremen,100,Bremen,Germany,53.07803,8.81409,0.0034763251155519037,,,,0
4156,,Neckar Forum,100,Esslingen,Germany,48.7422,9.31308,0.08176854371283354,0.001281,,,0
4157,,Pitcher,100,Düsseldorf,Germany,51.2110007,6.7854722,0.006265316183044676,,,,0
4158,,Die Glocke Großer Saal,100,Bremen,Germany,53.0747299,8.8096868,0.005640222797995784,1.2e-05,2019-09-15,169,110
4159,17000,Mercedes-Benz Arena,100,Berlin,Germany,52.50596,13.43874,0.2988977539432504,0.543039,2018-04-16,686,5
4160,17000,Mercedes-Benz Arena,100,Berlin,Germany,52.50596,13.43874,0.2988977539432504,0.543039,2018-04-16,686,5
4161,17000,Mercedes-Benz Arena,100,Berlin,Germany,52.50596,13.43874,0.2988977539432504,0.543039,2018-04-16,686,5
4162,17000,Mercedes-Benz Arena,100,Berlin,Germany,52.50596,13.43874,0.2988977539432504,0.543039,2018-04-16,686,5
4163,17000,Mercedes-Benz Arena,100,Berlin,Germany,52.50596,13.43874,0.2988977539432504,0.543039,2018-04-16,686,5
4164,3000,Columbiahalle,100,Berlin,Germany,52.48465,13.39221,0.05502906836178108,,2018-04-17,685,1
4165,3000,Columbiahalle,100,Berlin,Germany,52.48465,13.39221,0.05502906836178108,,2018-04-17,685,1
4166,,Die Glocke Großer Saal,100,Bremen,Germany,53.0747299,8.8096868,0.005640222797995784,1.2e-05,2019-09-15,170,110
4167,,Barclaycard Arena,100,Hamburg,Germany,53.58984,9.89877,0.10122024032076318,0.165389,,,0
4168,,Barclaycard Arena,100,Hamburg,Germany,53.58984,9.89877,0.10122024032076318,0.165389,,,0
4169,,Barclaycard Arena,100,Hamburg,Germany,53.58984,9.89877,0.10122024032076318,0.165389,,,0
4170,,Barclaycard Arena,100,Hamburg,Germany,53.58984,9.89877,0.10122024032076318,0.165389,,,0
4171,,Barclaycard Arena,100,Hamburg,Germany,53.58984,9.89877,0.10122024032076318,0.165389,,,0
4172,,Barclaycard Arena,100,Hamburg,Germany,53.58984,9.89877,0.10122024032076318,0.165389,,,0
4173,,Barclaycard Arena,100,Hamburg,Germany,53.58984,9.89877,0.10122024032076318,0.165389,,,0
4174,1600,Huxleys Neue Welt,100,Berlin,Germany,52.48681,13.42154,0.006947309240507346,0.024434,2019-06-11,266,1
4175,19500,LANXESS arena,100,Cologne,Germany,50.93896,6.98413,0.3012651530911594,0.543039,2013-04-17,2512,2
4176,19500,LANXESS arena,100,Cologne,Germany,50.93896,6.98413,0.3012651530911594,0.543039,2013-04-17,2512,2
4177,19500,LANXESS arena,100,Cologne,Germany,50.93896,6.98413,0.3012651530911594,0.543039,2013-04-17,2512,2
4178,19500,LANXESS arena,100,Cologne,Germany,50.93896,6.98413,0.3012651530911594,0.543039,2013-04-17,2512,2
4179,19500,LANXESS arena,100,Cologne,Germany,50.93896,6.98413,0.3012651530911594,0.543039,2013-04-17,2512,2
4180,,Kesselhaus in der Kulturbrauerei,100,Berlin,Germany,52.5403844,13.4141428,0.26666727607687185,0.022967,2018-05-02,671,3
4181,1500,Docks,100,Hamburg,Germany,53.5492771,9.9645585,0.0027605699853501674,,2018-04-16,687,1
4182,1500,Docks,100,Hamburg,Germany,53.5492771,9.9645585,0.0027605699853501674,,2018-04-16,687,1
4183,,Kammermusiksaal Philharmonie,100,Berlin,Germany,52.50965,13.36948,0.05847655662574437,,,,0
4184,,Metropol Theater Bremen,100,Bremen,Germany,53.07803,8.81409,0.0034763251155519037,,,,0
4185,,Johanniskirche,100,Hagen,Germany,51.35572,7.47735,0.01799526758474539,,2019-03-01,369,45
4186,,Weser-ems Hallen Kongresshalle,100,Oldenburg,Germany,53.14658,8.2267,0.0,,,,0
4187,,Mojo Club,0,,,,,,,,,0
4188,,Metropol Theater Bremen,100,Bremen,Germany,53.07803,8.81409,0.0034763251155519037,,,,0
4189,15500,Olympiahalle,100,Munich,Germany,48.1714582,11.5419624,0.3754280257490131,0.165389,2011-06-15,3186,2
4190,15500,Olympiahalle,100,Munich,Germany,48.1714582,11.5419624,0.3754280257490131,0.165389,2011-06-15,3186,2
4191,15500,Olympiahalle,100,Munich,Germany,48.1714582,11.5419624,0.3754280257490131,0.165389,2011-06-15,3186,2
4192,15500,Olympiahalle,100,Munich,Germany,48.1714582,11.5419624,0.3754280257490131,0.165389,2011-06-15,3186,2
4193,15500,Olympiahalle,100,Munich,Germany,48.1714582,11.5419624,0.3754280257490131,0.165389,2011-06-15,3186,2
4194,15500,Olympiahalle,100,Munich,Germany,48.1714582,11.5419624,0.3754280257490131,0.165389,2011-06-15,3186,2
4195,,Ev.-luth. Stadtkirche Bückeburg,100,Bückeburg,Germany,52.25966,9.05068,0.0,,2019-02-16,383,20
4196,12650,König Pilsener Arena,100,Oberhausen,Germany,51.4901,6.8731,0.10268558049447236,0.010007,2019-07-26,223,17
4197,12650,König Pilsener Arena,100,Oberhausen,Germany,51.4901,6.8731,0.10268558049447236,0.010007,2019-07-26,223,17
4198,12650,König Pilsener Arena,100,Oberhausen,Germany,51.4901,6.8731,0.10268558049447236,0.010007,2019-07-26,223,17
4199,12650,König Pilsener Arena,100,Oberhausen,Germany,51.4901,6.8731,0.10268558049447236,0.010007,2019-07-26,223,17
4200,700,Batschkapp,100,Frankfurt,Germany,50.13543,8.73895,0.015583596975651428,,2018-04-25,680,1
4201,700,Batschkapp,100,Frankfurt,Germany,50.13543,8.73895,0.015583596975651428,,2018-04-25,680,1
4202,,bigBOX Allgäu,100,Kempten,Germany,47.7203728,10.3168702,0.00031170505788469775,,,,0
4203,,E-Werk,100,Cologne,Germany,50.9682078,7.0149261,0.17589833126351279,0.016991,2018-11-11,480,3
4204,,Kulturzentrum Pumpwerk,0,,,,,,,,,0
4205,,Rittal Arena,100,Wetzlar,Germany,50.56502,8.50838,2.014544852014618,,,,0
4206,,Stadthalle Ohz,100,Osterholz-Scharmbeck,Germany,53.26481,8.74222,6.185064450530097,0.000236,2018-11-21,471,6
4207,,Große Ewe-arena Oldenburg,100,Oldenburg,Germany,53.14658,8.2267,0.032407915558448276,,,,0
4208,,Ev. Luth. Stadtkirche St. Marien,100,Celle,Germany,52.62455,10.08037,0.0,,2018-08-02,582,4
4209,,Jahrhunderthalle,100,Frankfurt,Germany,50.09914,8.51972,0.3831237689917249,8.3e-05,2019-02-09,391,9
4210,,Metropol Theater Bremen,100,Bremen,Germany,53.07803,8.81409,0.0034763251155519037,,,,0
4211,,Maimarkt Club,100,Mannheim,Germany,49.46924,8.52269,0.0,,2019-02-21,379,3
4212,,Tonhalle - Kultfabrik,100,Munich,Germany,48.123748,11.607614,0.08018711190665115,,,,0
4213,,Tonhalle - Kultfabrik,100,Munich,Germany,48.123748,11.607614,0.08018711190665115,,,,0
4214,,Tonhalle - Kultfabrik,100,Munich,Germany,48.123748,11.607614,0.08018711190665115,0.024434,,,0
4215,,SAP Arena,100,Mannheim,Germany,49.46475,8.51793,0.05678304034932246,,2012-06-20,2817,3
4216,,SAP Arena,100,Mannheim,Germany,49.46475,8.51793,0.05678304034932246,,2012-06-20,2817,3
4217,,SAP Arena,100,Mannheim,Germany,49.46475,8.51793,0.05678304034932246,,2012-06-20,2817,3
4218,,SAP Arena,100,Mannheim,Germany,49.46475,8.51793,0.05678304034932246,,2012-06-20,2817,3
4219,,SAP Arena,100,Mannheim,Germany,49.46475,8.51793,0.05678304034932246,,2012-06-20,2817,3
4221,,SAP Arena,100,Mannheim,Germany,49.46475,8.51793,0.05678304034932246,,2012-06-20,2817,3
4222,,Ev. Lutherkirche Köln-Südstadt,100,Cologne,Germany,50.88728,7.07514,9.287145583128414,,2019-03-01,372,38
4223,,Aula am Berliner Ring,100,Monheim,Germany,51.08369,6.88832,0.24951058816489494,0.014456,2018-11-20,473,1
4224,,Kammermusiksaal Philharmonie,100,Berlin,Germany,52.50965,13.36948,0.05847655662574437,,,,0
4225,,Metropol Theater Bremen,100,Bremen,Germany,53.07803,8.81409,0.0034763251155519037,0.006799,2012-10-16,2699,1
4226,1000,Alter Schlachthof,100,Dresden,Germany,51.0694945,13.7323771,0.04176446028664456,,,,0
4227,,Arena Nürnberger Versicherung,100,Nuremberg,Germany,49.4275202,11.1231498,0.14608086067150525,,,,0
4228,,Kulturetage - Halle,100,Oldenburg,Germany,53.1428223,8.2198087,0.03659632022477068,0.003888,2018-11-14,479,12
4229,,Michaelskirche Heiligenfelde,100,Syke,Germany,52.90923,8.86066,3.475911806416667,,2018-12-21,443,3
4230,15500,Olympiahalle,100,Munich,Germany,48.1714582,11.5419624,0.7976591013336229,,,,0
4231,12650,König Pilsener Arena,100,Oberhausen,Germany,51.4901,6.8731,0.10268558049447236,0.002801,2018-03-02,737,17
4232,12650,König Pilsener Arena,100,Oberhausen,Germany,51.4901,6.8731,0.10268558049447236,0.002801,2018-03-02,737,17
4233,,Weser-ems Hallen Kongresshalle,100,Oldenburg,Germany,53.14658,8.2267,0.0,0.044729,2017-05-31,1013,4
4234,,Meisenfrei,100,Bremen,Germany,53.08001,8.80036,0.008588800243456637,0.001226,,,0
4235,,Stadthalle Cloppenburg,100,Cloppenburg,Germany,52.8442,8.05302,0.7606749431965635,,,,0
4236,,Club Stereo,100,Nuremberg,Germany,49.44885,11.07877,0.005559746332412501,9.2e-05,2016-09-29,1258,1
4237,1600,"Theater, Admiralspalast",100,Berlin,Germany,52.520817,13.3883429,0.006597999994543661,0.006799,2019-05-09,306,12
4238,4000,Tempodrom,100,Berlin,Germany,52.4985969,13.3783562,0.3980237632295455,,,,0
4239,4050,OsnabrückHalle,100,Osnabrück,Germany,52.27991,8.04718,1.0082425382561921,4.7e-05,2019-02-21,383,4
4240,260,Knust,100,Hamburg,Germany,53.5582958,9.9676479,0.04809723481436137,,,,0
4241,,Jahrhunderthalle,100,Frankfurt,Germany,50.09914,8.51972,0.3831237689917249,0.005952,2019-08-09,215,5
4242,,Roxy,100,Ulm,Germany,48.39158,9.98515,0.11682242632126567,9.2e-05,,,0
4243,700,Batschkapp,100,Frankfurt,Germany,50.13543,8.73895,0.015583596975651428,,,,0
4244,,Jahrhunderthalle Bochum,100,Bochum,Germany,51.4811102,7.1944763,0.12900878504308425,0.002774,2019-06-14,271,4
4245,,Brose Arena,100,Bamberg,Germany,49.87909,10.92108,0.012697179071761747,,,,0
4246,,Stadthalle Cloppenburg,100,Cloppenburg,Germany,52.8442,8.05302,0.7606749431965635,,,,0
4247,,Musical Dome - Koln,97,Cologne,Germany,50.94373,6.96008,0.17449061451836523,8.2e-05,2019-04-16,331,6
4248,,"Orangerie, Maritim Hotel",100,Fulda,Germany,50.55595,9.67514,0.0,0.000808,2018-05-10,672,1
4249,400,Lido,100,Berlin,Germany,52.49926,13.44522,0.010414319519934845,0.011165,2016-02-22,1480,8
4250,,Kulturladen,100,Konstanz,Germany,47.6786885,9.1634792,0.0540884306097058,9.2e-05,2016-10-07,1252,1
4251,,Modernes,100,Bremen,Germany,53.072,8.7945,0.006453876522886955,0.005847,,,0
4252,12650,König Pilsener Arena,100,Oberhausen,Germany,51.4901,6.8731,0.10268558049447236,0.00222,2019-06-16,271,26
4253,12650,König Pilsener Arena,100,Oberhausen,Germany,51.4901,6.8731,0.10268558049447236,0.00222,2019-06-16,271,26
4254,12650,König Pilsener Arena,100,Oberhausen,Germany,51.4901,6.8731,0.10268558049447236,0.00222,2019-06-16,271,26
4255,12650,König Pilsener Arena,100,Oberhausen,Germany,51.4901,6.8731,0.10268558049447236,0.00222,2019-06-16,271,26
4256,19500,LANXESS arena,100,Cologne,Germany,50.93896,6.98413,0.3012651530911594,0.010007,2019-09-14,181,21
4257,,Große Ewe-arena Oldenburg,100,Oldenburg,Germany,53.14658,8.2267,0.032407915558448276,,,,0
4258,,Jahrhunderthalle,100,Frankfurt,Germany,50.09914,8.51972,0.3831237689917249,,,,0
4259,,E-Werk,100,Cologne,Germany,50.9682078,7.0149261,0.17589833126351279,0.024434,,,0
4260,,Gempt-Halle,0,,,,,,,2018-09-28,532,8
4261,,Altes Theater Am Jerichowerplatz,100,Magdeburg,Germany,52.0884,11.7068,5.616320069335663,0.005406,,,0
4262,,Stadthalle Ohz,100,Osterholz-Scharmbeck,Germany,53.26481,8.74222,6.185064450530097,,,,0
4263,,S. Oliver Arena,100,Würzburg,Germany,49.77431,9.94059,0.184206827300919,,,,0
4264,,Kulturzentrum Pumpwerk,0,,,,,,0.000291,2019-06-08,279,1
4265,260,Knust,100,Hamburg,Germany,53.5582958,9.9676479,0.04809723481436137,0.011165,2016-02-19,1484,6
4266,,Potpourri im Kurhaus,0,,,,,,,,,0
4267,1600,"Theater, Admiralspalast",100,Berlin,Germany,52.520817,13.3883429,0.006597999994543661,8.3e-05,2019-03-22,358,5
4268,,Große Ewe-arena Oldenburg,100,Oldenburg,Germany,53.14658,8.2267,0.032407915558448276,,,,0
4269,,Kulturclub Schon Schön,100,Mainz,Germany,50.00429,8.2697,0.08242115972762169,9.2e-05,2019-09-11,185,5
4270,,Zoom,100,Frankfurt,Germany,50.11545,8.68309,0.0,0.011165,2016-02-16,1488,4
4271,,Rieckhof,100,Hamburg,Germany,53.4578,9.98578,0.01365770130886728,,,,0
4272,,Stadthalle Wilhelmshaven,100,Wilhelmshaven,Germany,53.5228857,8.1115766,0.0005283301000441895,0.002714,2019-08-16,211,4
4273,,Columbia Theater,100,Berlin,Germany,52.48469,13.39142,0.010415247613540847,0.005406,2018-11-22,478,7
4274,,Stadthalle,0,,,,,,,,,0
4275,,Jahrhunderthalle,100,Frankfurt,Germany,50.09914,8.51972,0.3831237689917249,,,,0
4276,,Theater Der Stadt Diepholz,100,Diepholz,Germany,52.61958,8.47986,7.901584633241233,,2017-10-27,869,1
4277,4000,Tempodrom,100,Berlin,Germany,52.4985969,13.3783562,0.3980237632295455,,,,0
4278,,Fabrik,100,Coesfeld,Germany,51.9263,7.16711,0.0,5e-06,2019-05-04,315,14
4279,,Stadthalle Cloppenburg,100,Cloppenburg,Germany,52.8442,8.05302,0.7606749431965635,,,,0
4280,12650,König Pilsener Arena,100,Oberhausen,Germany,51.4901,6.8731,0.10268558049447236,,,,0
4281,12650,König Pilsener Arena,100,Oberhausen,Germany,51.4901,6.8731,0.10268558049447236,,,,0
4282,,Donau-Arena,100,Regensburg,Germany,49.0252298,12.132782,0.11395848719862765,,,,0
4283,1600,"Theater, Admiralspalast",100,Berlin,Germany,52.520817,13.3883429,0.006597999994543661,,,,0
4284,,Die Pumpe,100,Kiel,Germany,54.3245773,10.1380677,0.012819366168229325,0.005406,2017-11-18,848,4
4285,,Aula Artland-gymnasium,100,Quakenbrück,Germany,52.67217,7.96431,0.005507480689388506,,,,0
4286,,Stadthalle Wilhelmshaven,100,Wilhelmshaven,Germany,53.5228857,8.1115766,0.0005283301000441895,0.000426,,,0
4287,1600,"Theater, Admiralspalast",100,Berlin,Germany,52.520817,13.3883429,0.006597999994543661,0.047058,2016-11-14,1218,10
4288,,"Das Zentrum, Europasaal",100,Bayreuth,Germany,49.94286,11.5876,0.0,,,,0
4289,,Metropol Theater Bremen,100,Bremen,Germany,53.07803,8.81409,0.0034763251155519037,,,,0
4290,,Metropol Theater Bremen,100,Bremen,Germany,53.07803,8.81409,0.0034763251155519037,3e-05,,,0
4291,,Yuca,100,Cologne,Germany,50.95178,6.91641,0.025606112613931288,9.2e-05,2019-09-12,187,3
4292,19500,LANXESS arena,100,Cologne,Germany,50.93896,6.98413,0.3012651530911594,0.190207,2017-10-18,881,5
4293,1500,Große Freiheit 36,94,Hamburg,Germany,53.5511558,9.9578661,0.003912158407178313,0.005406,2019-01-24,418,8
4294,,Ratiopharm Arena,100,Neu-Ulm,Germany,48.3869489,10.0330729,2.174042426838085,,,,0
4295,,ÖVB Arena,100,Bremen,Germany,53.08671,8.81317,0.2483309762299296,0.00222,2019-06-15,277,14
4296,,Lux,100,Hannover,Germany,52.3681503,9.7203882,0.004332263754428391,9.2e-05,2019-09-19,181,2
4297,,Metropol Theater Bremen,100,Bremen,Germany,53.07803,8.81409,0.0034763251155519037,,,,0
4298,12650,König Pilsener Arena,100,Oberhausen,Germany,51.4901,6.8731,0.10268558049447236,0.190207,2018-08-17,579,7
4299,12650,König Pilsener Arena,100,Oberhausen,Germany,51.4901,6.8731,0.10268558049447236,0.190207,2018-08-17,579,7
4300,12650,König Pilsener Arena,100,Oberhausen,Germany,51.4901,6.8731,0.10268558049447236,0.190207,2018-08-17,579,7
4301,700,Batschkapp,100,Frankfurt,Germany,50.13543,8.73895,0.015583596975651428,,2019-08-10,221,3
4302,,Capitol,100,Hannover,Germany,52.3681503,9.7203882,0.004332263754428391,0.005406,2019-02-02,410,4
4303,1600,"Theater, Admiralspalast",100,Berlin,Germany,52.520817,13.3883429,0.006597999994543661,,,,0
4304,,Jahrhunderthalle,100,Frankfurt,Germany,50.09914,8.51972,0.3831237689917249,0.002387,2019-03-31,353,16
4305,,E-Werk,100,Cologne,Germany,50.9682078,7.0149261,0.17589833126351279,0.245999,2017-03-10,1104,1
4306,,Stadthalle Wilhelmshaven,100,Wilhelmshaven,Germany,53.5228857,8.1115766,0.0005283301000441895,0.00222,2017-11-15,855,8
4307,1600,"Theater, Admiralspalast",100,Berlin,Germany,52.520817,13.3883429,0.006597999994543661,,,,0
4308,,Café Sputnik,100,Münster,Germany,51.94458,7.63882,0.07500437870172619,9.2e-05,2016-05-09,1410,1
4309,,Werk 2 - Halle D,100,Leipzig,Germany,51.3103,12.37238,0.015419692569991546,0.011165,,,0
4310,,Kulturetage - Halle,100,Oldenburg,Germany,53.1428223,8.2198087,0.03659632022477068,0.005406,2017-11-11,859,2
4311,,Mhparena Lb,100,Ludwigsburg,Germany,48.89106,9.18252,0.018845836092023848,,,,0
4312,6000,"Zenith, Die Kulturhalle",100,Munich,Germany,48.1946376,11.6086488,0.06035066644802797,,2017-06-24,999,4
4313,,Jahrhunderthalle,100,Frankfurt,Germany,50.09914,8.51972,0.3831237689917249,0.002387,2019-03-31,354,16
4314,,Hotel Schwarzer Adler,100,Moers,Germany,51.42174,6.6546,0.03549228747580975,,,,0
4315,,Stadthalle Ohz,100,Osterholz-Scharmbeck,Germany,53.26481,8.74222,6.185064450530097,,,,0
4316,,Georg-Friedrich-Händel-Halle,100,Halle,Germany,51.4817315,11.9640106,1.7276774714041543,0.000808,2018-12-20,456,4
4317,,Konzertsaal Der Kreissparkasse Syke,100,Syke,Germany,52.913,8.82523,0.0,,,,0
4318,,Stadthalle Cloppenburg,100,Cloppenburg,Germany,52.8442,8.05302,0.7606749431965635,,,,0
4319,12650,König Pilsener Arena,100,Oberhausen,Germany,51.4901,6.8731,0.10268558049447236,,,,0
4320,12650,König Pilsener Arena,100,Oberhausen,Germany,51.4901,6.8731,0.10268558049447236,,,,0
4321,12650,König Pilsener Arena,100,Oberhausen,Germany,51.4901,6.8731,0.10268558049447236,,,,0
4322,,"Messe Dresden, Halle 1",100,Dresden,Germany,51.06893,13.71235,0.2997581542367438,,,,0
4323,,Saal Des Ehemaligen Landtags,100,Oldenburg,Germany,53.13779,8.20481,0.16190309862200952,,,,0
4324,,Jahrhunderthalle,100,Frankfurt,Germany,50.09914,8.51972,0.0,,,,0
4325,5450,Mitsubishi Electric HALLE,100,Düsseldorf,Germany,51.20576,6.80907,0.07082792989762536,,2017-06-21,1003,3
4326,1600,Huxleys Neue Welt,100,Berlin,Germany,52.48681,13.42154,0.006947309240507346,0.245999,2017-03-06,1110,4
4327,,Metropol Theater Bremen,100,Bremen,Germany,53.07803,8.81409,0.0034763251155519037,,,,0
